,Title,Jornada,Ciudad,URL,Descripcion,Compañia,Nº Empleados,Rubro,País
0,Database Developer II,Full-time,"Belmopan, Belize",https://bz.linkedin.com/jobs/view/database-developer-ii-at-leadventure%E2%84%A2-3592261767?refId=Obw%2FU%2Fe9KbCVh2YNCyFG0A%3D%3D&trackingId=ntjQJ%2FeQkLcg%2F8gDB9DmIw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,"Description Position at Dealer Spike Belize Duties And Responsibilities  Resolves product or customer issues by determining root cause and offering the best possible resolution.   Initiates and maintains accurate records of product issues and resolutions   Expedites and facilitates communication between Customers, Software Dev. and Technical Support Team members   Provides and maintains accurate documentation of custom scripts, setups, and resolution procedures   Managing special projects, as assigned  Required Skill Sets  Problem Solving/Analytical Skills   Phone Skills   Communication Proficiency (Verbal and Written)   Good Customer Services Skills   Quality Focus   Product/Industry Knowledge   Documentation Skills   Windows Operating Systems   PC Proficiency  Education And Experience  Bachelor’s Degree in information technology or related field or minimum of 2 years computer and software service experience with either TCS’s TireWorks HD or Tire Power.   At least 1-2 years Database Management experience, specifically in MS SQL   T-SQL Scripting, required.   LAN knowledge   Helpdesk/Customer Service experience   QuickBooks and Great Plains knowledge   Web services and API experience   Crystal and SSRS Report experience  Does this position sound like something you would enjoy and be successful at, but you’re not sure you have the exact qualifications to be considered? While our job descriptions are an outline for the type of candidate we’re looking for, it is not a checklist. We encourage you to apply!  Who are we?  LeadVenture is the market-leading SaaS provider of digital retailing, eCommerce, digital marketing and eCatalog solutions for dealerships across 12 industry verticals including powersports, marine, RV, pre-owned auto, agriculture and more. Our family of brands includes Dealer Spike, ARI Network Services, Inc. (ARI), Dealer Car Search, Frazer, TCS Technologies, Net Driven, Direct Communications, Inc. (DCi), Auction123, Powersports Support, Level 5, PSM Marketing, Monroney Labels, and Interact RV. We are an international company with offices located in the United States, Mexico (Juniper Data Center), Belize (Dealer Spike Belize), India and The Netherlands. Together, we are LeadVenture. In this role, you’ll be working with our TCS brand who delivers industry leading website and software solutions to more than 20,000 automotive tire and wheel dealers. LeadVenture provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, LeadVenture complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, transfer, leaves of absence, compensation, and training. LeadVenture expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of LeadVenture employees to perform their job duties may result in discipline up to and including discharge.",,,,
1,Senior Backend (Java + .Net) - Remote,Full-time,Belize,https://bz.linkedin.com/jobs/view/senior-backend-java-%2B-net-remote-at-oowlish-3642710273?refId=Obw%2FU%2Fe9KbCVh2YNCyFG0A%3D%3D&trackingId=olp1e10qweRYifPVcqukZw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,"Be part of our team! 🚀💼 Are you ready to launch your career into the tech stratosphere with one of LatAm's fastest-growing software development companies? 💪💻 At Oowlish, we're on the hunt for tech maestros to join our dynamic, cosmopolitan squad. As an 🦉Oowlish🦉 team member, you won’t just be part of a team, you’ll join an innovative, supportive family, partnering with top-tier clients from the USA and Europe 🌍 to kickstart their digital journey. And being part of a 🌟Great Place to Work🌟, it’s all about learning, growing, and making a global impact - together! Enjoy the flexibility of working in your PJs 🧦, with your furry friend 🐶 on your lap, relishing your freedom and maintaining a perfect work-family life balance ⚖️. Because we know that’s when you’re at your best. If you're a tech enthusiast 🕹️, fluent in English 🗣️, and thrilled about working remotely while making an international splash, then you're on the right page! We are seeking a highly skilled and experienced Senior Software Engineer to join our dynamic team. As a Senior Software Engineer, you will be responsible for developing and maintaining software solutions using  Java (Spring Boot, Spring Batch, Spring Integration)  and  .Net/C#.  You should have a solid understanding of low-level programming concepts, including protocol code and multi-threading. Requirements 5+ years of hands-on experience in Java development, including Spring Boot, Spring Batch, and Spring Integration. 3+ years of experience working with .Net/C#. Strong knowledge of low-level programming concepts, such as protocol code and multi-threading. Proficient understanding of software development principles, design patterns, and best practices. Experience working in an Agile development environment. Excellent problem-solving and analytical skills. Strong communication and collaboration abilities. Ability to work independently and as part of a team. Benefits & Perks  Home office 🏠  Flexible Hours;🕜  Competitive compensation based on experience; 💵  Career plans to allow for extensive growth in the company;📈  International Projects;🌍  Oowlish English Program (Improving and Certifying)📚  Spanish Classes 📚  Oowlish fitness with Total Pass;🏋‍♀️  Oowlish Academy (Grants for Education);🎓  Build your Home Office (Grants for Computer & Equipment);💻  Connecting You (Internet allowance);📡  Anniversary bonus;💸  Wedding gift;👰‍♀️  Pet adoption incentive;🐕  New baby Owl bonus;👩‍🍼  Back to School bonus;✏️  Netflix Subscription;📽  Oowlish paradise – 4 days/year at a Resort with your family & pets;🏝  Vacation Bonus;🏖  Games and Competitions;🎮  Enjoy your national Holidays;🎊  Oowlet Store🛒 Come join us in breaking the mold and revolutionizing the tech landscape! 🌐 Remember, with Oowlish, you’re not just getting a job, you’re becoming part of a community 🌍 of innovative, talented, and inspiring individuals who respect each other and our furry friends 🐾. Why wait to make your mark on the tech world? Hit ‘Apply Now’ to embark on Oowlish's exciting journey, and let's turbocharge innovation together! 🚀🎉 You Can Also Apply Here Website: https://www.oowlish.com/work-with-us/ LinkedIn: https://www.linkedin.com/company/oowlish/jobs/ Instagram: https://www.instagram.com/oowlishtechnology/ #amazon #job #home #linkedin #career #online #employment #remote #work # international #clients in united states#clients in USA #vacant #hiring #opportunities #hire #application #apply #virtual #wfh #tech #best #english #online #offer #vacancy#desarrollador #desarrolladora #front end #programador #programadora #programmer #full stack #software engineer #desarrollo #system #developer #application #code #program #desenvolvedor #engineer #engenheiro #sql #sde #web #backend #empleo #trabajo #ofertas #emprego #vagas",,,,
