,Title,Jornada,Ciudad,URL,Descripcion,Compañia,Nº Empleados,Rubro,País
35,,,,https://hn.linkedin.com/jobs/view/senior-bubble-developer-latam-at-rad-hires-3641604258?refId=GeglMMBsdurIyz87eq3y6Q%3D%3D&trackingId=8dG7Emcpmu1eOzFalAe8rg%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card,,,,,
36,,,,https://hn.linkedin.com/jobs/view/mid-level-backend-engineer-elixir-at-remote-3617110518?refId=GeglMMBsdurIyz87eq3y6Q%3D%3D&trackingId=VejWB78zYnpJCzVjtUvw9w%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card,,,,,
37,,,,https://hn.linkedin.com/jobs/view/platform-engineer-at-launchpad-technologies-inc-3382801381?refId=GeglMMBsdurIyz87eq3y6Q%3D%3D&trackingId=YaOE7cFyXyP%2BI7lz%2FwtchQ%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card,,,,,
38,,,,https://hn.linkedin.com/jobs/view/senior-front-end-developer-latam-at-rad-hires-3633420393?refId=GeglMMBsdurIyz87eq3y6Q%3D%3D&trackingId=jagolD20x4fCCamlun0sAQ%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card,,,,,
39,Software Development Engineer in Test,Jornada completa,Honduras,https://hn.linkedin.com/jobs/view/software-development-engineer-in-test-at-launchpad-technologies-inc-3591588360?refId=GeglMMBsdurIyz87eq3y6Q%3D%3D&trackingId=PhqaOiLocPHr9kMJmx4i1A%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card,"Recognized as one of Canada’s fastest-growing companies, Launchpad provides next-generation integration platform capabilities for connecting and managing enterprise automation and data integration. Headquartered in Vancouver, Canada, our operations span both North and South Americas, with a second headquarter located in Santiago, Chile. In 2021, we were recognized as the winner of the BC Tech Associations Technology Impact Awards 'Company of The Year: Growth'. We recognize the global truth that today, every company is a tech company. To succeed, every company everywhere needs their data and workflows to be integrated and automated. That understanding gave us the confidence to compete with our sector's leading providers, win top-level contracts, and build a truly world-class list of clients that includes Walmart, GM, TIME Magazine, Salesforce, Tableau, Splunk, Bolt.com, Freedom House, and more. Our vision is to bring people and technology together to work seamlessly to achieve extraordinary business outcomes and create more efficient societies. If this sounds like something you want to be part of, we’d love to hear from you. Responsibilities: Define and write test plans and test cases Develop and maintain automated test scripts using Python Conduct hardware in the loop testing and ensure proper functioning of embedded systems Utilize diagnostic tools for Automotive and experience using Vector tools Understand HIL test methods to ensure the correct testing procedures are being used Communicate and document testing procedures and results effectively Requirements: Bachelor's degree in engineering or equivalent real-world experience 4+ years of experience in defining tests and developing test automation 4+ years of experience writing clear Python code for testing automation 4+ years of experience with hardware in the loop testing Familiarity with Embedded Systems Knowledge of CAN and Ethernet buses and diagnostic tools for Automotive Experience using Vector tools Outstanding communication and written skills Bonus: Experience developing in C, C++ GitHub, Git experience Experience with automated test frameworks (e.g., Pytest, Robot Framework), Jira, svn/git, and Continuous Integration systems (e.g., Jenkins, CircleCI) Experience testing medical devices, aviation, automotive, or other safety-critical applications Why work for Launchpad? 100% remote People first culture Excellent compensation in US Dollars Hardware setup for working from home Work with global teams and prominent brands based in North America, Europe, and Asia Training allowances Personal time off (PTO) for vacations, study leave, personal time, etc.  ...and more! At Launchpad, we genuinely care about our people as individuals. If you are looking for a team that values growth, drive, and passion for your craft, if you’re seeking a place to achieve your goals and dreams with fairness and integrity, then you are the future of Launchpad. Launchpad is committed to fostering a diverse and representative workforce and an inclusive work environment where all employees are respected and treated equally. Are you ready to elevate your career at Launchpad? We want to hear your story! Contact us today.",,,,
40,,,,https://hn.linkedin.com/jobs/view/senior-golang-developer-remote-at-ioet-inc-3656603295?refId=GeglMMBsdurIyz87eq3y6Q%3D%3D&trackingId=fJh7ZvaqwX7ZLjLk%2FoywoQ%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card,,,,,
41,,,,https://hn.linkedin.com/jobs/view/it-technical-recruiter-software-development-latam-remote-at-puzzle-3636529738?refId=GeglMMBsdurIyz87eq3y6Q%3D%3D&trackingId=ag2HU%2FfLC5yijt%2FfuVS63A%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card,,,,,
42,Documentum Developer,Jornada completa,Honduras,https://hn.linkedin.com/jobs/view/documentum-developer-at-launchpad-technologies-inc-3570891099?refId=GeglMMBsdurIyz87eq3y6Q%3D%3D&trackingId=hBEdiIbZZl5WmKyWA2hpWw%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card,"Recognized as one of Canada’s fastest-growing companies, Launchpad provides next-generation integration platform capabilities for connecting and managing enterprise automation and data integration. Headquartered in Vancouver, Canada, our operations span both North and South Americas, with a second headquarter located in Santiago, Chile. In 2021, we were recognized as the winner of the BC Tech Associations Technology Impact Awards 'Company of The Year: Growth'. We recognize the global truth that today, every company is a tech company. To succeed, every company everywhere needs their data and workflows to be integrated and automated. That understanding gave us the confidence to compete with our sector's leading providers, win top-level contracts, and build a truly world-class list of clients that includes Walmart, GM, TIME Magazine, Salesforce, Tableau, Splunk, Bolt.com, Freedom House, and more. Our vision is to bring people and technology together to work seamlessly to achieve extraordinary business outcomes and create more efficient societies. If this sounds like something you want to be part of, we’d love to hear from you. You will be responsible for the delivery and support of the enterprise wide OpenText/Documentum Platform product stack. Additionally, this role requires actively working, and aligning solutions, with both IT and non-IT groups throughout. Responsibilities: Support of current Documentum (WebTop, D2) and future Documentum environments will be the primary focus. This includes design, configuration, security management, workflow, development, and other administration tasks enterprise wide.  Providing alternatives and new ideas for requested technical solutions regarding content management.  Ability to consult with personnel at all levels of the organization to discuss business requirements and potential solutions.  Analyze and design functional and non-functional ECM systems software requirements with minimal guidance.  Ability to address and reconcile problems within scope, and timeline.  Assist with the training of users on processes and systems.  Ability to prepare test plans, lead testing efforts and implement defined solutions.  Monitor the performance and utilization of Documentum environment to ensure uptime and performance metrics meet required targets.  Skills: 5+ years administering and developing within Documentum Experience with D2, Brava, Asset Operations (AO), and the Documentum Platform (Content Server, xPlore, etc.).  Track record of developing, and supporting large scale end-to-end OpenText/Documentum solutions Advanced expertise of the OpenText/Documentum technology stack including WebTop, Content Server, Asset Operations, D2, Brava, SmartView, xPlore, and other OpenText applications required to meet business future needs Working knowledge of Windows Server, SQL Server, Active Directory as they pertain to the OpenText/Documentum stack Enterprise environment experience Java development Source Control Content Server, D2, xPlore configurations Why work for Launchpad? 100% remote People first culture Excellent compensation in US Dollars Hardware setup for working from home Work with global teams and prominent brands based in North America, Europe, and Asia Training allowances Personal time off (PTO) for vacations, study leave, personal time, etc.  ...and more! At Launchpad, we genuinely care about our people as individuals. If you are looking for a team that values growth, drive, and passion for your craft, if you’re seeking a place to achieve your goals and dreams with fairness and integrity, then you are the future of Launchpad. Launchpad is committed to fostering a diverse and representative workforce and an inclusive work environment where all employees are respected and treated equally. Are you ready to elevate your career at Launchpad? We want to hear your story! Contact us today.",,,,
43,,,,https://hn.linkedin.com/jobs/view/backend-typescript-developer-at-philotimo-hr-3656701909?refId=GeglMMBsdurIyz87eq3y6Q%3D%3D&trackingId=wpSTmyggJ8DqMln%2F69Er6g%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card,,,,,
44,,,,https://hn.linkedin.com/jobs/view/frontend-typescript-developer-at-philotimo-hr-3656702856?refId=GeglMMBsdurIyz87eq3y6Q%3D%3D&trackingId=AwaMGbBMh6bmRUs2Wxmuqw%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card,,,,,
45,,,,https://hn.linkedin.com/jobs/view/front-end-engineer-at-launchpad-technologies-inc-3571776859?refId=GeglMMBsdurIyz87eq3y6Q%3D%3D&trackingId=5mphbTBOedViMV5NNtYyPw%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card,,,,,
46,,,,https://hn.linkedin.com/jobs/view/augmented-reality-developer-at-launchpad-technologies-inc-3510639089?refId=GeglMMBsdurIyz87eq3y6Q%3D%3D&trackingId=FRE39aiprm0oCXVwqUIRjg%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card,,,,,
47,,,,https://hn.linkedin.com/jobs/view/tecnico-en-sistemas-de-informacion-jr-frontend-at-world-vision-3639193574?refId=GeglMMBsdurIyz87eq3y6Q%3D%3D&trackingId=sGtfnbbJF%2BfMSSMSDDHwHg%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card,,,,,
48,,,,https://hn.linkedin.com/jobs/view/magento-developer-at-the-plumtree-group-global-3580499302?refId=oumlLVim0mR5gZ2UVa7%2F2A%3D%3D&trackingId=PWINCXW7%2BSBnmRvm7QtebA%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card,,,,,
49,,,,https://hn.linkedin.com/jobs/view/intermediate-salesforce-developer-at-launchpad-technologies-inc-3653236530?refId=oumlLVim0mR5gZ2UVa7%2F2A%3D%3D&trackingId=uWnOvKEVXgiIj8Z620f7hQ%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card,,,,,
50,,,,https://hn.linkedin.com/jobs/view/senior-intermediate-ui-developer-remote-at-itelcx-3621839340?refId=oumlLVim0mR5gZ2UVa7%2F2A%3D%3D&trackingId=2OqxkPXnQ3lRXkVbzZm8Og%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card,,,,,
51,,,,https://hn.linkedin.com/jobs/view/cicd-site-reliability-engineer-at-launchpad-technologies-inc-3382802211?refId=oumlLVim0mR5gZ2UVa7%2F2A%3D%3D&trackingId=xcXoGHYIeAgKrfzslOemEg%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card,,,,,
52,Adobe Implementer/Digital Analyst Engineer - Remote - Latin America,Jornada completa,Honduras,https://hn.linkedin.com/jobs/view/adobe-implementer-digital-analyst-engineer-remote-latin-america-at-fullstack-labs-3643343560?refId=oumlLVim0mR5gZ2UVa7%2F2A%3D%3D&trackingId=GAE%2FKMeNlfRpjJonipxciw%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card,"FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, Stanford University, and the State of California, build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential. We’re most proud of: Offering life-changing career opportunities to talented software professionals across the Americas. Building highly-skilled software development teams for hundreds of the world’s greatest companies. Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users. Our 4.5-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The position: We're looking to hire two Adobe Implementers/Digital Analysts Engineers Engineer to join our team. You'll work with our incredible clients in one of two ways: Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. Design & Build: You will work on a FullStack Labs product team to build and deliver a product to our clients What We're Looking For: 3+ years of professional software development experience. A 4-year college degree is required. Meaningful experience as an Adobe Implementer/Digital Analyst. Advanced skillset in utilizing a Tag Management System, with a preference for expertise in Adobe Launch. Achievement of an intermediate to advanced level of proficiency, scoring at least seven out of ten, in JavaScript, HTML, and CSS. Having prior experience with jQuery is advantageous, however, it is not a mandatory requirement. The candidate should have the capacity to respond to inquiries from both front-end and back-end teams during the implementation of various projects. Set the measurement and data governance strategy for all digital touch points by documenting and updating the solution design reference material. Analyze and capture business and technical requirements, KPI's and drivers for Analytics and Launch deployment needs. Develop and execute on tagging schemas including tracking pixels and specifications for new sites and features, maintain and audit existing deployments and craft remediation plans to ensure accurate data capture Advanced English is required. Ability to take extreme ownership over your work. Every day is a challenge to ensure you are performing to the expectations you and your team have agreed upon. Must be a self-starter that requires only limited supervision/guidance. Benefits: Competitive pay in your local currency. 100% remote work. The ability to work with leading startups and Fortune 500 companies. English Classes. Virtual company events each month. Ample opportunity for career advancement. Continuing education opportunities. Depending on your location other benefits may apply. FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process. Learn more about our Applicants Privacy Notice .",,,,
53,,,,https://hn.linkedin.com/jobs/view/magento-developer-at-the-plumtree-group-global-3659748757?refId=oumlLVim0mR5gZ2UVa7%2F2A%3D%3D&trackingId=nfjDm0ITrvUnLKkrP%2FT%2Bzg%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card,,,,,
54,Magento Developer,Jornada completa,"Tegucigalpa, Francisco Morazán, Honduras",https://hn.linkedin.com/jobs/view/magento-developer-at-the-plum-tree-group-3619434076?refId=oumlLVim0mR5gZ2UVa7%2F2A%3D%3D&trackingId=KKmX0Zf7LnnnbmlTcL%2FgzA%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card,"Job Description One of our partner companies is looking for a talented Magento developer who will be in charge of maintaining our eCommerce website. This person will ensure that the last security patches are installed and that existing functionality continues to work properly. You will also be in charge of developing new modules, applying any required front-end changes, and maintaining current customizations. Responsibilities Designing and coding various Magento templates  Communicating with the team members and clients to understand the website requirements  Developing and testing Magento modules  Reviewing and troubleshooting any integration issues  Building and configuring Magento e-commerce websites  Performing website updates as and when required  Installing and updating security patches  Keeping up-to-date with PHP best practices  Inspecting and implementing front-end changes  Optimizing the website’s loading time and performance  Installing, configuring, and testing payment plugins  Liaising with the Design team to develop website features  Customizing website extensions and testing its functionality  Ensuring a user-friendly website interface  Conducting timely audits for various Magento websites Skills Master’s or Bachelor’s degree in Software Engineering, Computer Science, or a related field Depth knowledge of Magento CMS, PHP5, AJAX, JQuery, Javascript, OOPs, HTML5, CSS3. Exposure to Web Services, WCF, WPF & LINQ Familiarity with various UI/UX techniques and trends  Understanding of design software such as Adobe Photoshop and Illustrator  Good time management skills  Strong analytical and problem-solving skills  Good communication and interpersonal skills  Detail-oriented individual  Ability to work in a competitive environment  A team player as well as able to work independently",,,,
55,Semi Senior Full Stack Developer,Jornada completa,Honduras,https://hn.linkedin.com/jobs/view/semi-senior-full-stack-developer-at-launchpad-technologies-inc-3571773909?refId=oumlLVim0mR5gZ2UVa7%2F2A%3D%3D&trackingId=EbG5v59JXjzBJUZZ46EwUQ%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card,"Recognized as one of Canada’s fastest-growing companies, Launchpad provides next-generation integration platform capabilities for connecting and managing enterprise automation and data integration. Headquartered in Vancouver, Canada, our operations span both North and South Americas, with a second headquarter located in Santiago, Chile. In 2021, we were recognized as the winner of the BC Tech Associations Technology Impact Awards 'Company of The Year: Growth'. We recognize the global truth that today, every company is a tech company. To succeed, every company everywhere needs their data and workflows to be integrated and automated. That understanding gave us the confidence to compete with our sector's leading providers, win top-level contracts, and build a truly world-class list of clients that includes Walmart, GM, TIME Magazine, Salesforce, Tableau, Splunk, Bolt.com, Freedom House, and more. Our vision is to bring people and technology together to work seamlessly to achieve extraordinary business outcomes and create more efficient societies. If this sounds like something you want to be part of, we’d love to hear from you. What you’ll do: Work in conjunction with other development teams to design and build software products.  Implement approved designs, following industry best practices and with high-quality standards, producing testable results against business requirements.  Support the development and maintenance of project development guidelines, standards and process narratives for in-scope business functions.  Drive and take responsibility for the quality of development and delivery.  Research and assess technology environment and trends for best practices to apply.  Experience & Skills: 2 to 4 years of experience in software and web development.  Java knowledge/experience:  Develop, test and deploy Java-based web and enterprise applications.  Understand and implement design patterns such as MVC and Singleton.  Understand and use advanced features of Java, such as generics and annotations.  Understand and use popular Java frameworks such as Spring, Hibernate, and Struts.  Write and maintain unit tests using JUnit or similar frameworks.  Understand and use application servers such as Tomcat or JBoss.  Understand and use Agile software development methodologies and practices.  Understand and use best practices for performance optimization and scalability.  Good understanding on Spring Boot Auto Configuration, Spring Beans concepts, Spring testing and Spring MVC.  Work in a team environment and participate in code reviews.  Setup projects from scratch with minimal support.  Document code effectively.  Understand and use web services and APIs, such as REST or SOAP.  Understand and use front-end technologies such as JavaScript, HTML, and CSS.  Understand and use messaging systems like ActiveMQ, RabbitMQ or Apache Kafka.  SQL and database management systems experience, be able to understand and create the previous plus Table Design, Foreign keys.  Basic understanding on NoSQL management systems (MongoDB) Understanding and some experience on cloud platforms such as AWS, Azure GCP.  Experience on containers related projects.  Have basic DevOps knowledge and able to make minor changes.  Deployment pipelines experience.  Executes Projects/assignments with minimal supervision and support lower levels Computer Science Degree or similar required.  Desirable Certifications: Oracle Certified Professional, Java SE 8 Programmer.  Strong communication and collaboration skills to partner effectively with teams throughout the organization.  Why work for Launchpad? 100% remote People first culture Excellent compensation in US Dollars Hardware setup for working from home Work with global teams and prominent brands based in North America, Europe, and Asia Training allowances Personal time off (PTO) for vacations, study leave, personal time, etc.  ...and more! At Launchpad, we genuinely care about our people as individuals. If you are looking for a team that values growth, drive, and passion for your craft, if you’re seeking a place to achieve your goals and dreams with fairness and integrity, then you are the future of Launchpad. Launchpad is committed to fostering a diverse and representative workforce and an inclusive work environment where all employees are respected and treated equally. Are you ready to elevate your career at Launchpad? We want to hear your story! Contact us today.",,,,
56,Adobe Implementer/Digital Analyst Engineer - Remote - Latin America,Jornada completa,"Tegucigalpa, Francisco Morazán, Honduras",https://hn.linkedin.com/jobs/view/adobe-implementer-digital-analyst-engineer-remote-latin-america-at-fullstack-labs-3643347130?refId=oumlLVim0mR5gZ2UVa7%2F2A%3D%3D&trackingId=LO3jUCcWTyVePd7%2B2PhM8A%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card,"FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, Stanford University, and the State of California, build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential. We’re most proud of: Offering life-changing career opportunities to talented software professionals across the Americas. Building highly-skilled software development teams for hundreds of the world’s greatest companies. Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users. Our 4.5-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The position: We're looking to hire two Adobe Implementers/Digital Analysts Engineers Engineer to join our team. You'll work with our incredible clients in one of two ways: Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. Design & Build: You will work on a FullStack Labs product team to build and deliver a product to our clients What We're Looking For: 3+ years of professional software development experience. A 4-year college degree is required. Meaningful experience as an Adobe Implementer/Digital Analyst. Advanced skillset in utilizing a Tag Management System, with a preference for expertise in Adobe Launch. Achievement of an intermediate to advanced level of proficiency, scoring at least seven out of ten, in JavaScript, HTML, and CSS. Having prior experience with jQuery is advantageous, however, it is not a mandatory requirement. The candidate should have the capacity to respond to inquiries from both front-end and back-end teams during the implementation of various projects. Set the measurement and data governance strategy for all digital touch points by documenting and updating the solution design reference material. Analyze and capture business and technical requirements, KPI's and drivers for Analytics and Launch deployment needs. Develop and execute on tagging schemas including tracking pixels and specifications for new sites and features, maintain and audit existing deployments and craft remediation plans to ensure accurate data capture Advanced English is required. Ability to take extreme ownership over your work. Every day is a challenge to ensure you are performing to the expectations you and your team have agreed upon. Must be a self-starter that requires only limited supervision/guidance. Benefits: Competitive pay in your local currency. 100% remote work. The ability to work with leading startups and Fortune 500 companies. English Classes. Virtual company events each month. Ample opportunity for career advancement. Continuing education opportunities. Depending on your location other benefits may apply. FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process. Learn more about our Applicants Privacy Notice .",,,,
57,,,,https://hn.linkedin.com/jobs/view/java-developer-at-launchpad-technologies-inc-3570885843?refId=oumlLVim0mR5gZ2UVa7%2F2A%3D%3D&trackingId=Q0lwF6fXlNk%2F5NJgBUlB4A%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card,,,,,
58,,,,https://hn.linkedin.com/jobs/view/aws-engineer-remote-latin-america-at-fullstack-labs-3641890124?refId=oumlLVim0mR5gZ2UVa7%2F2A%3D%3D&trackingId=OSCDAH78HXs%2Bd%2BbffeAHhQ%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card,,,,,
59,,,,https://hn.linkedin.com/jobs/view/software-developer-net-%2B-azure-at-launchpad-technologies-inc-3620420061?refId=oumlLVim0mR5gZ2UVa7%2F2A%3D%3D&trackingId=wSNexkJP%2BFUflhqq5XAl5w%3D%3D&position=12&pageNum=2&trk=public_jobs_jserp-result_search-card,,,,,
60,,,,https://hn.linkedin.com/jobs/view/mid-level-net-developer-latam-at-rad-hires-3642275058?refId=oumlLVim0mR5gZ2UVa7%2F2A%3D%3D&trackingId=vzaw1rMHtpZ4vaGL3xvUlw%3D%3D&position=13&pageNum=2&trk=public_jobs_jserp-result_search-card,,,,,
61,,,,https://hn.linkedin.com/jobs/view/aws-engineer-remote-latin-america-at-fullstack-labs-3641891090?refId=oumlLVim0mR5gZ2UVa7%2F2A%3D%3D&trackingId=ABPS3oHHT9Tc5Tb6lVf0ug%3D%3D&position=14&pageNum=2&trk=public_jobs_jserp-result_search-card,,,,,
62,Site Reliability Engineer- Work from home,Jornada completa,"Distrito Central, Francisco Morazán, Honduras",https://hn.linkedin.com/jobs/view/site-reliability-engineer-work-from-home-at-oowlish-3648561151?refId=oumlLVim0mR5gZ2UVa7%2F2A%3D%3D&trackingId=ddO1DGIzuC2EdOCxFTfZDQ%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card,"Be part of our team! 🚀💼 Are you ready to launch your career into the tech stratosphere with one of LatAm's fastest-growing software development companies? 💪💻 At Oowlish, we're on the hunt for tech maestros to join our dynamic, cosmopolitan squad. As an 🦉Oowlish🦉 team member, you won’t just be part of a team, you’ll join an innovative, supportive family, partnering with top-tier clients from the USA and Europe 🌍 to kickstart their digital journey. And being part of a 🌟Great Place to Work🌟, it’s all about learning, growing, and making a global impact - together! Enjoy the flexibility of working in your PJs 🧦, with your furry friend 🐶 on your lap, relishing your freedom and maintaining a perfect work-family life balance ⚖️. Because we know that’s when you’re at your best. If you're a tech enthusiast 🕹️, fluent in English 🗣️, and thrilled about working remotely while making an international splash, then you're on the right page! About The Role You will become a critical part of defining what SRE means for America’s top pet health and wellness brand. The Site Reliability Engineer on this team will be responsible for the management of monitoring and alerting for the client´s services running in production, introducing SLIs, SLOs, and error budgets to the organization, proactively building software to remove operational toil, and running the production environment by monitoring availability, stability, and system health, while optimizing system performance. Responsabilities Gather and analyze metrics from both operating systems and applications to assist in performance tuning and fault finding Create sustainable systems and services through automation and uplifts to remove operational toil and manual processes Participate in systems design reviews and partner with teams on action items from Root Cause Analysis sessions Build well-defined service level objectives (SLOs), metrics, monitors, and logs as required Close collaboration with team members as well as cross-functional teams such as DevOps,Cloud, and development teams within Petco When required, respond to incidents and concerns related to the production environments Debug, troubleshoot, and solve concerns with a proactive approach to problem-solving Must Haves 5+ years as a Software Engineer, DevOps Engineer, or Site Reliability Engineer Coding experience with at least 1 high-level language such as Python, Go, or Java. Experience with supporting critical services in production in the cloud (AWS) and on-premises Infrastructure as Code (IaC) tools such as Terraform Monitoring tools such as New Relic, Sumo Logic, DataDog, SevOne, Sentry Proactive approach to spotting problems, areas for improvement, removing the manual process and toil using code, and fixing performance concerns using code Nice To Have Expertise with CDN and WAF technologies such as Cloudflare, AWS WAF, CloudFront Experience with adding telemetry, distributed tracing, and performance debugging and with building solutions to fix them using code Experience with building SLIs, SLOs, and error budget Benefits & Perks  Home office 🏠  Flexible Hours;🕜  Competitive compensation based on experience; 💵  Career plans to allow for extensive growth in the company;📈  International Projects;🌍  Oowlish English Program (Improving and Certifying)📚  Spanish Classes 📚  Oowlish fitness with Total Pass;🏋‍♀️  Oowlish Academy (Grants for Education);🎓  Build your Home Office (Grants for Computer & Equipment);💻  Connecting You (Internet allowance);📡  Anniversary bonus;💸  Wedding gift;👰‍♀️  Pet adoption incentive;🐕  New baby Owl bonus;👩‍🍼  Back to School bonus;✏️  Netflix Subscription;📽  Oowlish paradise – 4 days/year at a Resort with your family & pets;🏝  Vacation Bonus;🏖  Games and Competitions;🎮  Enjoy your national Holidays;🎊  Oowlet Store🛒 Come join us in breaking the mold and revolutionizing the tech landscape! 🌐 Remember, with Oowlish, you’re not just getting a job, you’re becoming part of a community 🌍 of innovative, talented, and inspiring individuals who respect each other and our furry friends 🐾. Why wait to make your mark on the tech world? Hit ‘Apply Now’ to embark on Oowlish's exciting journey, and let's turbocharge innovation together! 🚀🎉 You Can Also Apply Here Website: https://www.oowlish.com/work-with-us/ LinkedIn: https://www.linkedin.com/company/oowlish/jobs/ Instagram: https://www.instagram.com/oowlishtechnology/ #amazon #job #home #linkedin #career #online #employment #remote #work # international #clients in united states#clients in USA #vacant #hiring #opportunities #hire #application #apply #virtual #wfh #tech #best #english #online #offer #vacancy#desarrollador #desarrolladora #front end #programador #programadora #programmer #full stack #software engineer #desarrollo #system #developer #application #code #program #desenvolvedor #engineer #engenheiro #sql #sde #web #backend #empleo #trabajo #ofertas #emprego #vagas",,,,
